pred
0,5.6240000000000006
1,15.581999999999999
2,62.274
3,171.70599999999996
4,299.44800000000004
5,184.488
6,143.034
7,171.04
8,209.17399999999998
9,210.42800000000003
10,199.94
11,209.094
12,258.94599999999997
13,384.562
14,357.86400000000003
15,260.034
16,186.138
17,144.06799999999998
18,110.148
19,72.576
20,44.264
21,27.769999999999996
22,19.756
23,10.241999999999999
24,5.6240000000000006
25,15.581999999999999
26,62.274
27,171.70599999999996
28,299.44800000000004
29,184.488
30,143.034
31,171.04
32,209.17399999999998
33,210.42800000000003
34,199.94
35,209.094
36,258.94599999999997
37,384.562
38,357.86400000000003
39,260.034
40,186.138
41,144.06799999999998
42,110.148
43,72.576
44,44.264
45,27.769999999999996
46,19.756
47,10.241999999999999
48,5.6240000000000006
49,15.581999999999999
50,62.274
51,171.70599999999996
52,299.44800000000004
53,184.488
54,143.034
55,171.04
56,209.17399999999998
57,210.42800000000003
58,199.94
59,209.094
60,258.94599999999997
61,384.562
62,357.86400000000003
63,260.034
64,186.138
65,144.06799999999998
66,110.148
67,72.576
68,44.264
69,27.769999999999996
70,19.756
71,10.241999999999999
72,5.6240000000000006
73,15.581999999999999
74,62.274
75,171.70599999999996
76,299.44800000000004
77,184.488
78,143.034
79,171.04
80,209.17399999999998
81,210.42800000000003
82,199.94
83,209.094
84,258.94599999999997
85,384.562
86,357.86400000000003
87,260.034
88,186.138
89,144.06799999999998
90,110.148
91,72.576
92,44.264
93,27.769999999999996
94,19.756
95,10.241999999999999
96,5.6240000000000006
97,15.581999999999999
98,62.274
99,171.70599999999996
100,299.44800000000004
101,184.488
102,143.034
103,171.04
104,209.17399999999998
105,210.42800000000003
106,199.94
107,209.094
108,258.94599999999997
109,384.562
110,357.86400000000003
111,260.034
112,186.138
113,144.06799999999998
114,110.148
115,72.576
116,44.264
117,27.769999999999996
118,19.756
119,10.241999999999999
120,5.6240000000000006
121,15.581999999999999
122,62.274
123,171.70599999999996
124,299.44800000000004
125,184.488
126,143.034
